common_name,scientific_name,latitude,longitude,observed_on,grid_id
Cormorán imperial,Leucocarbo atriceps,-54.8578327124,-68.4777518244,2018-12-21,185
Becasa de mar,Limosa haemastica,-53.7816612895,-67.693335199,2024-04-18,1300
Becasa de mar,Limosa haemastica,-53.7817726407,-67.6931087103,2024-04-18,1300
Becasa de mar,Limosa haemastica,-53.7818212957,-67.6933882643,2024-04-18,1300
Playerito rabadilla blanca,Calidris fuscicollis,-53.7819298553,-67.693628322,2024-04-18,1300
Chorlito doble collar,Anarhynchus falklandicus,-53.7818173564,-67.6935049404,2024-04-18,1300
Chorlito doble collar,Anarhynchus falklandicus,-53.7818276577,-67.6935988177,2024-04-18,1300
Chorlito doble collar,Anarhynchus falklandicus,-53.7816904162,-67.6935927339,2024-04-18,1300
Chorlito doble collar,Anarhynchus falklandicus,-53.7817983386,-67.6937034239,2024-04-18,1300
Coscoroba,Coscoroba coscoroba,-53.7996357344,-67.7886901102,2024-04-19,1298
Gorrión Doméstico,Passer domesticus,-54.8064162934,-68.2987142784,2024-02-28,234
Chimango,Daptrius chimango,-54.8086917449,-68.3044649345,2024-02-28,234
Chingolo,Zonotrichia capensis,-54.501034513,-67.2016818604,2024-04-20,570
Chimango,Daptrius chimango,-54.4979565694,-67.2033868583,2024-04-20,570
Cachaña,Enicognathus ferrugineus,-54.4982499212,-67.2034133686,2024-04-20,570
Pato maicero,Anas georgica,-54.5501883552,-67.2237849764,2024-04-20,524
Pato Overo,Mareca sibilatrix,-54.5502111477,-67.2235988251,2024-04-20,524
Comesebo patagónico,Phrygilus patagonicus,-54.604876106,-67.2659232378,2024-04-20,477
Loica,Leistes loyca,-54.8394442893,-68.3543598481,2020-03-11,187
Comesebo patagónico,Phrygilus patagonicus,-54.8218408364,-68.4078110884,2023-12-20,232
Chingolo,Zonotrichia capensis,-54.7585679317,-68.4453924622,2023-12-20,278
Ratona,Troglodytes musculus,-54.7585244384,-68.4454292768,2023-12-21,278
Ratona aperdizada,Cistothorus platensis,-53.7970187163,-67.6720744371,2014-03-08,1300
Lechuza de campanario,Tyto furcata,-53.7936613783,-67.6725488529,2024-04-25,1300
Biguá,Nannopterum brasilianum,-54.8467060996,-68.4811557457,2024-04-04,185
Chimango,Daptrius chimango,-54.8549212865,-68.5750682894,2022-12-20,184
Garcita blanca,Egretta thula,-54.83875828,-68.35656632,2024-04-29,233
Chorlito pecho canela,Zonibyx modestus,-54.83900106,-68.35653731,2024-04-29,187
Chimango,Daptrius chimango,-54.8439025879,-68.5738372803,2024-04-29,184
Garza bruja,Nycticorax nycticorax,-54.8129577836,-68.3110431461,2024-04-28,233
Comesebo patagónico,Phrygilus patagonicus,-54.8398896922,-68.4430267836,2024-02-11,186
Remolinera araucana,Cinclodes patagonicus,-54.6042345688,-68.0300725949,2024-04-30,467
Carancho,Caracara plancus,-54.8043293434,-68.2190211781,2024-05-03,235
Diucón,Pyrope pyrope,-54.8553397966,-68.5755322376,2024-05-03,184
Diucón,Pyrope pyrope,-54.8088406056,-68.3295397359,2024-05-05,233
Pato Crestón,Lophonetta specularioides,-54.8115050708,-68.3160277527,2024-05-05,233
Cormorán cuello negro,Leucocarbo magellanicus,-54.8097922376,-68.3127597599,2024-04-29,233
Petrel plateado,Fulmarus glacialoides,-54.83301058,-68.22470977,2024-05-11,235
Gallareta chica,Fulica leucoptera,-54.8115633333,-68.3184883333,2024-05-02,233
Peutrén,Colorhamphus parvirostris,-54.855278,-68.572778,2024-04-02,184
Diucón,Pyrope pyrope,-54.855278,-68.572778,2024-04-02,184
Peutrén,Colorhamphus parvirostris,-54.855278,-68.572778,2024-04-02,184
Picaflor rubí,Sephanoides sephaniodes,-54.855278,-68.572778,2024-04-02,184
Rayadito,Aphrastura spinicauda,-54.855278,-68.572778,2024-04-02,184
Picaflor rubí,Sephanoides sephaniodes,-54.855278,-68.572778,2024-04-02,184
Comesebo patagónico,Phrygilus patagonicus,-54.855278,-68.572778,2024-04-02,184
Cachudito pico negro,Anairetes parulus,-54.855278,-68.572778,2024-04-02,184
Cachudito pico negro,Anairetes parulus,-54.855278,-68.572778,2024-04-02,184
Cachudito pico negro,Anairetes parulus,-54.855278,-68.572778,2024-04-02,184
Cormorán imperial,Leucocarbo atriceps,-54.855278,-68.572778,2024-04-02,184
Cormorán imperial,Leucocarbo atriceps,-54.855278,-68.572778,2024-04-02,184
Peutrén,Colorhamphus parvirostris,-54.855278,-68.572778,2024-04-02,184
Chorlito pecho canela,Zonibyx modestus,-54.855278,-68.572778,2024-04-02,184
Chorlito pecho canela,Zonibyx modestus,-54.855278,-68.572778,2024-04-02,184
Cormorán cuello negro,Leucocarbo magellanicus,-54.855278,-68.572778,2024-04-02,184
Martín pescador grande,Megaceryle torquata,-54.855278,-68.572778,2024-04-02,184
Remolinera araucana,Cinclodes patagonicus,-54.855278,-68.572778,2024-04-02,184
Gaviotín sudamericano,Sterna hirundinacea,-54.855278,-68.572778,2024-04-02,184
Macá grande,Podiceps major,-54.855278,-68.572778,2024-04-02,184
Cisne cuello negro,Cygnus melancoryphus,-54.855278,-68.572778,2024-04-02,184
Cisne cuello negro,Cygnus melancoryphus,-54.855278,-68.572778,2024-04-02,184
Halconcito colorado,Falco sparverius,-54.855278,-68.572778,2024-04-02,184
Zorzal patagónico,Turdus falcklandii,-54.855278,-68.572778,2024-04-02,184
Caburé grande,Glaucidium nana,-54.855278,-68.572778,2024-04-02,184
Caburé grande,Glaucidium nana,-54.855278,-68.572778,2024-04-02,184
Tordo patagónico,Curaeus curaeus,-54.855278,-68.572778,2024-04-06,184
Picaflor rubí,Sephanoides sephaniodes,-54.855278,-68.572778,2024-04-06,184
Picaflor rubí,Sephanoides sephaniodes,-54.855278,-68.572778,2024-04-06,184
Diucón,Pyrope pyrope,-54.855278,-68.572778,2024-04-06,184
Chimango,Daptrius chimango,-54.855278,-68.572778,2024-04-06,184
Rayadito,Aphrastura spinicauda,-54.7360830959,-67.9022868625,2024-04-30,331
Chimango,Daptrius chimango,-54.8381216867,-68.5592199596,2024-04-29,230
Cisne cuello negro,Cygnus melancoryphus,-54.8431423335,-68.5725989385,2024-04-29,184
Macá grande,Podiceps major,-54.8396993451,-68.5625638737,2024-04-29,184
Carancho,Caracara plancus,-54.85482454,-68.57807338,2024-02-18,184
Águila mora,Geranoaetus melanoleucus,-54.8031997524,-68.219235003,2024-05-03,235
Chimango,Daptrius chimango,-54.8118153238,-68.3154357083,2024-05-05,233
Caburé grande,Glaucidium nana,-54.175271379,-67.2778790438,2024-03-15,891
Caburé grande,Glaucidium nana,-54.1637219452,-67.3177334835,2024-03-19,936
Esparvero austral,Astur chilensis,-54.1754220908,-67.2777932131,2024-03-18,891
Pato Overo,Mareca sibilatrix,-54.5464922334,-67.2222980441,2024-03-23,524
Pato maicero,Anas georgica,-54.5464922334,-67.2222980441,2024-03-23,524
Macá grande,Podiceps major,-54.175352256,-67.3655767508,2024-04-13,890
Macá grande,Podiceps major,-54.1748015921,-67.3654346454,2024-04-12,890
Macá Cara Blanca,Rollandia rolland,-54.1748015921,-67.3654346454,2024-04-13,890
Macá grande,Podiceps major,-54.1748015921,-67.3654346454,2024-04-14,890
Coscoroba,Coscoroba coscoroba,-54.1748015921,-67.3654346454,2024-04-14,890
Macá Cara Blanca,Rollandia rolland,-54.1748015921,-67.3654346454,2024-04-14,890
Yal negro,Rhopospina fruticeti,-53.8192705039,-67.6860556128,2024-04-19,1254
Carancho,Caracara plancus,-54.1858954402,-67.2504472565,2024-05-11,891
Halconcito colorado,Falco sparverius,-54.1713526793,-67.2773640597,2024-05-11,891
Halconcito colorado,Falco sparverius,-54.1722067865,-67.2480099642,2024-05-11,891
Chimango,Daptrius chimango,-54.1266047959,-67.3617006841,2024-05-11,936
Chorlito doble collar,Anarhynchus falklandicus,-53.0471748471,-68.3987596931,2024-05-10,2026
Petrel plateado,Fulmarus glacialoides,-53.8003086586,-67.6554836333,2024-05-12,1300
Chorlito palmado,Charadrius semipalmatus,-53.7872578672,-67.6766848192,2024-05-11,1300
Jote cabeza colorada,Cathartes aura,-54.7982640111,-68.2759288698,2024-03-31,234
Cormorán imperial,Leucocarbo atriceps,-54.8088337812,-68.3019021331,2024-05-04,234
Garza bruja,Nycticorax nycticorax,-53.74476927,-67.76724351,2024-05-18,1345
Sobrepuesto austral,Lessonia rufa,-54.8570349277,-68.01318374,2014-01-07,191
Espartillero austral,Asthenes anthoides,-54.8375596288,-68.3145702345,2024-04-28,233
Ratona aperdizada,Cistothorus platensis,-54.8375991341,-68.3145283854,2024-04-28,233
Cormorán cuello negro,Leucocarbo magellanicus,-54.8327333534,-68.3186691387,2024-04-28,233
Chorlito pecho canela,Zonibyx modestus,-54.8340378536,-68.3388929876,2024-04-28,233
Cachudito pico negro,Anairetes parulus,-54.8387097365,-68.3836200942,2024-04-27,232
Diucón,Pyrope pyrope,-54.8390120363,-68.3834840428,2024-04-27,186
Diucón,Pyrope pyrope,-54.8392282764,-68.3818689814,2024-04-27,186
Peutrén,Colorhamphus parvirostris,-54.8388912334,-68.3839429105,2024-04-27,232
Chimango,Daptrius chimango,-54.8389379587,-68.3838655081,2024-04-27,232
Comesebo patagónico,Phrygilus patagonicus,-54.8392232314,-68.3837133525,2024-04-27,186
Ostrero austral,Haematopus leucopodus,-54.8391710076,-68.3560426139,2024-04-27,187
Ostrero negro,Haematopus ater,-54.8391849728,-68.3560245995,2024-04-27,187
Loica,Leistes loyca,-53.7915756051,-67.6709926146,2024-04-14,1300
Picaflor rubí,Sephanoides sephaniodes,-54.839044378,-68.3834684187,2024-03-30,186
Petrel plateado,Fulmarus glacialoides,-54.8251932568,-68.2655636123,2024-05-11,234
Remolinera araucana,Cinclodes patagonicus,-54.8091347188,-68.3068144547,2024-05-08,233
Gaviota capucho café,Chroicocephalus maculipennis,-54.8129047157,-68.3188627601,2024-04-26,233
Tero,Vanellus chilensis,-54.8129627955,-68.3190672252,2024-04-26,233
Halcón Peregrino,Falco peregrinus,-53.7862782997,-67.7324321948,2024-04-14,1299
Garza bruja,Nycticorax nycticorax,-54.8096549492,-68.3106315313,2024-03-27,233
Coscoroba,Coscoroba coscoroba,-53.7871759757,-67.7284338231,2024-04-15,1299
Chorlito doble collar,Anarhynchus falklandicus,-54.2961104444,-66.701773028,2024-04-13,807
Torcaza común,Zenaida auriculata,-54.2975084366,-66.7025168643,2024-04-13,807
Halcón plomizo,Falco femoralis,-53.7858607238,-67.6754919036,2024-04-14,1300
Pitotoy chico,Tringa flavipes,-53.8191292106,-67.6832546652,2024-04-14,1254
Paloma Doméstica,Columba livia,-54.8114133333,-68.316095,2024-05-23,233
Gaviota capucho café,Chroicocephalus maculipennis,-54.8177056377,-68.3172229557,2024-04-28,233
Gallareta chica,Fulica leucoptera,-54.8113085586,-68.3168429509,2024-05-25,233
Gaviota cocinera,Larus dominicanus,-54.8169143674,-68.3175662784,2024-04-28,233
Gaviota cocinera,Larus dominicanus,-54.8168083545,-68.3159354953,2024-04-28,233
Pato Barcino,Anas flavirostris,-54.8167836268,-68.3181978708,2024-04-28,233
Quetro volador,Tachyeres patachonicus,-54.8169143674,-68.3192828922,2024-04-28,233
Garza bruja,Nycticorax nycticorax,-54.8168083545,-68.3182529239,2024-04-28,233
Remolinera chica,Cinclodes oustaleti,-54.8361720775,-68.5621674023,2024-04-29,230
Cormorán imperial,Leucocarbo atriceps,-54.8091986701,-68.3089832096,2024-04-29,233
Garza bruja,Nycticorax nycticorax,-54.8093333333,-68.3087383333,2024-05-27,233
Águila mora,Geranoaetus melanoleucus,-54.82543,-68.3283783333,2024-05-24,233
Cachaña,Enicognathus ferrugineus,-54.1713526793,-67.2773640597,2024-05-17,891
Halconcito colorado,Falco sparverius,-54.1858954402,-67.2504472565,2024-05-14,891
Ratona aperdizada,Cistothorus platensis,-54.1436362083,-67.299826061,2024-05-19,937
Diucón,Pyrope pyrope,-54.8560956667,-68.5725696759,2024-05-29,184
Esparvero austral,Astur chilensis,-54.7548357533,-68.2569117357,2024-04-02,280
Garza bruja,Nycticorax nycticorax,-54.809623149,-68.3110163823,2024-04-04,233
Gaviota cocinera,Larus dominicanus,-54.809623149,-68.3110163823,2024-04-04,233
Garza bruja,Nycticorax nycticorax,-54.809623149,-68.3110163823,2024-04-04,233
Pato Crestón,Lophonetta specularioides,-54.83792298,-68.3511234593,2024-04-05,233
Quetro volador,Tachyeres patachonicus,-54.8338477933,-68.3374763805,2024-04-05,233
Quetro volador,Tachyeres patachonicus,-54.8338477933,-68.3374763805,2024-04-05,233
Ostrero austral,Haematopus leucopodus,-54.83792298,-68.3511234593,2024-04-05,233
Zorzal patagónico,Turdus falcklandii,-54.8214033333,-68.32266,2024-06-07,233
Matamico blanco,Daptrius albogularis,-54.8225383333,-68.3214616667,2024-06-07,233
Águila mora,Geranoaetus melanoleucus,-54.8247816667,-68.326605,2024-06-07,233
Comesebo patagónico,Phrygilus patagonicus,-54.6901629342,-68.1300398393,2024-05-08,374
Carancho,Caracara plancus,-54.690535,-68.1297609,2024-05-15,374
Cisne cuello negro,Cygnus melancoryphus,-54.8284783632,-68.5633576017,2017-12-15,230
Chimango,Daptrius chimango,-54.8301794702,-68.5608317771,2017-12-15,230
Garza bruja,Nycticorax nycticorax,-54.8750291061,-67.3293836127,2012-03-06,200
Gallareta chica,Fulica leucoptera,-54.8167981814,-68.3188272666,2024-06-08,233
Garcita bueyera,Ardea ibis,-54.8211653596,-68.3227956537,2016-04-14,233
Diucón,Pyrope pyrope,-54.78733,-68.2390883333,2024-06-21,280
Ostrero negro,Haematopus ater,-54.838338884,-68.3568857206,2010-01-04,233
Carancho,Caracara plancus,-54.8074083333,-68.3519966667,2024-01-11,233
Diucón,Pyrope pyrope,-54.8285911759,-68.3599457924,2010-01-04,233
Agachona patagónica,Attagis malouinus,-54.7875249407,-68.3960060978,2010-01-06,278
Yal andino,Melanodera xanthogramma,-54.7873749076,-68.3939751433,2010-01-06,278
Sobrepuesto austral,Lessonia rufa,-54.8413973425,-68.3638241563,2010-01-04,187
Chimango,Daptrius chimango,-54.7913988644,-68.2227969122,2010-01-04,281
Remolinera araucana,Cinclodes patagonicus,-54.8088533333,-68.3075116667,2024-07-04,233
Carancho,Caracara plancus,-54.83789,-68.359933,2007-09-14,233
Picolezna patagónico,Pygarrhichas albogularis,-54.8362883333,-68.3545,2024-07-07,233
,Daptrius chimango,-54.8688612724,-67.5597494957,2006-03-18,197
,Daptrius chimango,-54.8689625313,-67.5647064214,2006-03-18,197
Gaviota cocinera,Larus dominicanus,-54.8379833333,-68.361275,2024-07-21,233
Pato Crestón,Lophonetta specularioides,-54.8380166667,-68.3616333333,2024-07-21,233
Chimango,Daptrius chimango,-54.83802,-68.3616783333,2024-07-21,233
Ostrero negro,Haematopus ater,-54.8390783333,-68.3625633333,2024-07-21,187
Gaviota cocinera,Larus dominicanus,-54.8379833333,-68.3613133333,2024-07-21,233
Gaviota cocinera,Larus dominicanus,-54.8383133333,-68.3627383333,2024-07-21,233
Gaviota cocinera,Larus dominicanus,-54.8379833333,-68.3613133333,2024-07-21,233
Cormorán cuello negro,Leucocarbo magellanicus,-54.807125,-68.3014216667,2024-07-21,234
Gaviota cocinera,Larus dominicanus,-54.8385366667,-68.3568033333,2024-07-21,233
Pato Crestón,Lophonetta specularioides,-54.8379133333,-68.3609916667,2024-07-21,233
Ostrero negro,Haematopus ater,-54.8388366667,-68.3565366667,2024-07-21,233
Pato Crestón,Lophonetta specularioides,-54.8388366667,-68.356545,2024-07-21,233
Quetro volador,Tachyeres patachonicus,-54.83807,-68.358305,2024-07-21,233
Carancho,Caracara plancus,-54.690535,-68.1297609,2022-12-27,374
Gaviota cocinera,Larus dominicanus,-54.8314216667,-68.2396783333,2024-07-27,234
Gaviota cocinera,Larus dominicanus,-54.8380466667,-68.3607033333,2024-07-27,233
Chimango,Daptrius chimango,-54.8341528407,-68.3741885796,2024-07-21,233
Carancho,Caracara plancus,-54.854905,-68.5778116667,2024-08-06,184
Zorzal patagónico,Turdus falcklandii,-54.8444333333,-68.5747,2024-08-06,184
Chimango,Daptrius chimango,-54.7185783333,-68.1235583333,2023-12-10,328
Loica,Leistes loyca,-54.1167219686,-67.354644899,2024-06-02,982
Águila mora,Geranoaetus melanoleucus,-54.1185852357,-67.3511154837,2024-06-02,982
Zorzal patagónico,Turdus falcklandii,-54.166628912,-67.3219075954,2024-06-11,890
Carancho,Caracara plancus,-54.166628912,-67.3219075954,2024-06-11,890
Diucón,Pyrope pyrope,-54.166628912,-67.3219075954,2024-06-11,890
Yal andino,Melanodera xanthogramma,-54.1662245807,-67.261789575,2024-06-21,891
,Daptrius chimango,-54.1713526793,-67.2773640597,2024-06-25,891
Carancho,Caracara plancus,-54.1713526793,-67.2773640597,2024-06-25,891
Carancho,Caracara plancus,-54.1844910575,-67.3314528391,2024-06-22,890
Chorlito pecho canela,Zonibyx modestus,-54.0511765584,-67.2944266539,2024-06-27,1029
Chorlito doble collar,Anarhynchus falklandicus,-54.0511765584,-67.2944266539,2024-06-27,1029
Ostrero negro,Haematopus ater,-54.0511765584,-67.2944266539,2024-06-27,1029
,Daptrius chimango,-54.1713526793,-67.2773640597,2024-07-08,891
Remolinera araucana,Cinclodes patagonicus,-54.166628912,-67.3219075954,2024-07-11,890
Yal andino,Melanodera xanthogramma,-54.169885149,-67.2502633285,2024-07-12,891
Loica,Leistes loyca,-54.166628912,-67.3219075954,2024-07-11,890
Diucón,Pyrope pyrope,-54.1748015921,-67.3654346454,2024-07-14,890
Gaviota cocinera,Larus dominicanus,-54.1858954402,-67.2504472565,2024-07-20,891
Águila mora,Geranoaetus melanoleucus,-54.166628912,-67.3219075954,2024-07-21,890
Halconcito colorado,Falco sparverius,-54.1748015921,-67.3654346454,2024-07-21,890
Carancho,Caracara plancus,-54.166628912,-67.3219075954,2024-07-22,890
Zorzal patagónico,Turdus falcklandii,-54.1221227693,-67.3944673809,2024-07-26,935
Cabecitanegra austral,Spinus barbatus,-54.1919515417,-67.3971655632,2024-07-28,889
Carancho,Caracara plancus,-54.1917860805,-67.3996780167,2024-07-28,889
Diucón,Pyrope pyrope,-54.159569015,-67.3689901305,2024-07-30,936
Bandurria austral,Theristicus melanopis,-54.1759244762,-67.2864620463,2024-08-11,891
Gaviota cocinera,Larus dominicanus,-54.1858954402,-67.2504472565,2024-08-11,891
Carancho,Caracara plancus,-54.1858954402,-67.2504472565,2024-08-11,891
Ostrero austral,Haematopus leucopodus,-54.2484650035,-66.7779757455,2021-02-18,852
Chorlito pecho canela,Zonibyx modestus,-54.8146163718,-68.2057412589,2021-02-15,235
Petrel plateado,Fulmarus glacialoides,-54.8290022089,-68.2342813316,2024-08-24,234
Carancho,Caracara plancus,-54.7905256381,-68.2805232072,2022-07-20,280
Playerito rabadilla blanca,Calidris fuscicollis,-54.8116791141,-68.3184996657,2023-03-03,233
Remolinera araucana,Cinclodes patagonicus,-54.8130400289,-68.3190920336,2023-03-03,233
Pato cuchara,Spatula platalea,-54.8170405337,-68.3186884367,2023-03-04,233
Pato Barcino,Anas flavirostris,-54.8170392964,-68.3186767803,2023-03-04,233
Pato Overo,Mareca sibilatrix,-54.8170416743,-68.3186984748,2023-03-04,233
Pato maicero,Anas georgica,-54.8170454599,-68.3186832998,2023-03-04,233
Sobrepuesto austral,Lessonia rufa,-54.8158904779,-68.3129372924,2023-03-04,233
Playerito rabadilla blanca,Calidris fuscicollis,-54.8115151376,-68.3177328064,2023-03-05,233
Garza bruja,Nycticorax nycticorax,-54.8144925432,-68.3067464102,2024-02-21,233
Rayadito,Aphrastura spinicauda,-54.8349253,-68.4465053,2024-09-01,232
Quetro volador,Tachyeres patachonicus,-54.8349253,-68.4465053,2024-09-01,232
,Zonotrichia capensis,-54.8349253,-68.4465053,2024-09-01,232
Carancho,Caracara plancus,-54.8349253,-68.4465053,2024-09-01,232
Cormorán imperial,Leucocarbo atriceps,-54.8349253,-68.4465053,2024-09-01,232
Cormorán imperial,Leucocarbo atriceps,-54.8349253,-68.4465053,2024-09-01,232
Cormorán imperial,Leucocarbo atriceps,-54.8349253,-68.4465053,2024-09-01,232
Petrel plateado,Fulmarus glacialoides,-54.8349253,-68.4465053,2024-09-01,232
Macá grande,Podiceps major,-54.8349253,-68.4465053,2024-09-01,232
Gaviota cocinera,Larus dominicanus,-54.8349253,-68.4465053,2024-09-01,232
Pato Crestón,Lophonetta specularioides,-54.8349253,-68.4465053,2024-09-01,232
Macá grande,Podiceps major,-54.8349253,-68.4465053,2024-09-01,232
Cormorán cuello negro,Leucocarbo magellanicus,-54.8349253,-68.4465053,2024-09-01,232
Caburé grande,Glaucidium nana,-54.8349253,-68.4465053,2024-09-01,232
Comesebo patagónico,Phrygilus patagonicus,-54.8349253,-68.4465053,2024-09-01,232
Caburé grande,Glaucidium nana,-54.8349253,-68.4465053,2024-09-01,232
Pato Crestón,Lophonetta specularioides,-54.8349253,-68.4465053,2024-09-01,232
Quetro volador,Tachyeres patachonicus,-54.8349253,-68.4465053,2024-09-01,232
Macá grande,Podiceps major,-54.8349253,-68.4465053,2024-09-01,232
Pato Crestón,Lophonetta specularioides,-54.8349253,-68.4465053,2024-09-01,232
Macá grande,Podiceps major,-54.8349253,-68.4465053,2024-09-01,232
Carancho,Caracara plancus,-54.1776827174,-67.2765915048,2024-08-19,891
Tero,Vanellus chilensis,-54.1713526793,-67.2773640597,2024-08-19,891
Halconcito colorado,Falco sparverius,-54.8161165469,-68.3191183369,2024-03-15,233
Chimango,Daptrius chimango,-54.8779302951,-67.3286869749,2018-01-05,200
Cormorán imperial,Leucocarbo atriceps,-54.8051033333,-68.2997166667,2023-11-07,234
Cormorán cuello negro,Leucocarbo magellanicus,-54.8051033333,-68.2997166667,2023-11-07,234
,Daptrius chimango,-54.8560602064,-68.4565263981,2024-09-09,186
Garza Bruja (obscurus),Nycticorax nycticorax,-54.8560602064,-68.4565263981,2024-09-09,186
Petrel plateado,Fulmarus glacialoides,-54.8560602064,-68.4565263981,2024-09-11,186
Petrel plateado,Fulmarus glacialoides,-54.8560602064,-68.4565263981,2024-09-11,186
Gaviota cocinera,Larus dominicanus,-54.8560602064,-68.4565263981,2024-09-11,186
Pato Crestón,Lophonetta specularioides,-54.8560602064,-68.4565263981,2024-09-11,186
Cormorán cuello negro,Leucocarbo magellanicus,-54.8560602064,-68.4565263981,2024-09-11,186
Jote cabeza colorada,Cathartes aura,-54.8560602064,-68.4565263981,2024-09-11,186
Jote cabeza colorada,Cathartes aura,-54.8560602064,-68.4565263981,2024-09-11,186
Carancho,Caracara plancus,-54.8560602064,-68.4565263981,2024-09-11,186
Bandurria austral,Theristicus melanopis,-54.8560602064,-68.4565263981,2024-09-11,186
Bandurria austral,Theristicus melanopis,-54.8560602064,-68.4565263981,2024-09-11,186
Bandurria austral,Theristicus melanopis,-54.8560602064,-68.4565263981,2024-09-11,186
,Vanellus chilensis,-54.8560602064,-68.4565263981,2024-09-11,186
,Zonotrichia capensis,-54.8560602064,-68.4565263981,2024-09-11,186
Dormilona cara negra,Muscisaxicola maclovianus,-54.8560602064,-68.4565263981,2024-09-11,186
Biguá,Nannopterum brasilianum,-54.8560602064,-68.4565263981,2024-09-11,186
Cormorán imperial,Leucocarbo atriceps,-54.8560602064,-68.4565263981,2024-09-11,186
Biguá,Nannopterum brasilianum,-54.8560602064,-68.4565263981,2024-09-11,186
Diucón,Pyrope pyrope,-54.8560602064,-68.4565263981,2024-09-11,186
,Vanellus chilensis,-54.8560602064,-68.4565263981,2024-09-11,186
Bandurria austral,Theristicus melanopis,-54.8560602064,-68.4565263981,2024-09-11,186
Pato Crestón,Lophonetta specularioides,-54.8560602064,-68.4565263981,2024-09-11,186
Gaviota cocinera,Larus dominicanus,-54.8560602064,-68.4565263981,2024-09-11,186
Ostrero austral,Haematopus leucopodus,-54.8560602064,-68.4565263981,2024-09-11,186
Jote cabeza colorada,Cathartes aura,-54.8560602064,-68.4565263981,2024-09-11,186
Petrel plateado,Fulmarus glacialoides,-54.8560602064,-68.4565263981,2024-09-11,186
Cabecitanegra austral,Spinus barbatus,-54.8009715347,-68.3674591661,2024-09-13,233
Cabecitanegra austral,Spinus barbatus,-54.8009715347,-68.3674591661,2024-09-13,233
Comesebo patagónico,Phrygilus patagonicus,-54.8009715347,-68.3674591661,2024-09-13,233
Cabecitanegra austral,Spinus barbatus,-54.8009715347,-68.3674591661,2024-09-13,233
Cabecitanegra austral,Spinus barbatus,-54.8009715347,-68.3674591661,2024-09-13,233
Chimango,Daptrius chimango,-54.6926533333,-68.1289221667,2024-08-23,374
Comesebo patagónico,Phrygilus patagonicus,-54.6926116667,-68.1289361667,2024-08-23,374
Chorlito pecho canela,Zonibyx modestus,-54.8411349714,-68.3636924235,2008-02-23,187
Chimango,Daptrius chimango,-54.8363733639,-68.3631407039,2008-02-24,233
Chingolo,Zonotrichia capensis,-54.8364839337,-68.3631243389,2008-02-24,233
Carancho,Caracara plancus,-54.836963069,-68.3635878792,2008-02-23,233
Ostrero negro,Haematopus ater,-54.8404377102,-68.3647083115,2008-02-23,187
Remolinera araucana,Cinclodes patagonicus,-54.853030579,-68.56985908,2024-09-28,184
Remolinera araucana,Cinclodes patagonicus,-54.8071641605,-68.3006016633,2024-08-23,234
Remolinera araucana,Cinclodes patagonicus,-54.8071608719,-68.3005918975,2024-08-23,234
Loica,Leistes loyca,-54.8311812147,-68.3262415943,2024-09-20,233
Carancho,Caracara plancus,-54.9196944869,-66.9877914406,2013-02-15,159
Carancho,Caracara plancus,-54.9192011943,-66.9855598427,2013-02-15,159
Remolinera parda,Cinclodes fuscus,-54.8385276852,-68.3552813554,2023-09-16,233
Bandurria austral,Theristicus melanopis,-54.8385276852,-68.3552813554,2023-09-16,233
Chimango,Daptrius chimango,-54.8385276852,-68.3552813554,2023-09-16,233
Pato Crestón,Lophonetta specularioides,-54.8385276852,-68.3552813554,2023-09-16,233
Dormilona cara negra,Muscisaxicola maclovianus,-54.8385276852,-68.3552813554,2023-09-16,233
Cormorán imperial,Leucocarbo atriceps,-54.8385276852,-68.3552813554,2023-09-16,233
Gaviota cocinera,Larus dominicanus,-54.8385276852,-68.3552813554,2023-09-16,233
Ostrero austral,Haematopus leucopodus,-54.8385276852,-68.3552813554,2023-09-16,233
Chorlito pecho canela,Zonibyx modestus,-54.8385276852,-68.3552813554,2023-09-16,233
Cormorán cuello negro,Leucocarbo magellanicus,-54.8385276852,-68.3552813554,2023-09-16,233
Tero,Vanellus chilensis,-54.8385276852,-68.3552813554,2023-09-16,233
Chingolo,Zonotrichia capensis,-54.8385276852,-68.3552813554,2023-09-16,233
Pato maicero,Anas georgica,-54.8385276852,-68.3552813554,2023-09-16,233
Yal andino,Melanodera xanthogramma,-54.8385276852,-68.3552813554,2023-09-16,233
Cabecitanegra austral,Spinus barbatus,-54.8385276852,-68.3552813554,2023-09-16,233
Playerito unicolor,Calidris bairdii,-54.8385276852,-68.3552813554,2023-09-16,233
Zorzal patagónico,Turdus falcklandii,-54.839590784,-68.3636217835,2023-09-16,187
Quetro volador,Tachyeres patachonicus,-54.839590784,-68.3636217835,2023-09-16,187
Becasina Patagónica,Gallinago magellanica,-54.839590784,-68.3636217835,2023-09-16,187
Comesebo patagónico,Phrygilus patagonicus,-54.839590784,-68.3636217835,2023-09-16,187
Garza bruja,Nycticorax nycticorax,-54.8094191473,-68.3083524061,2023-09-17,233
Remolinera araucana,Cinclodes patagonicus,-54.8094191473,-68.3083524061,2023-09-17,233
Cormorán imperial,Leucocarbo atriceps,-54.8094191473,-68.3083524061,2023-09-17,233
Cabecitanegra austral,Spinus barbatus,-54.690535,-68.1297609,2024-10-03,374
Carancho,Caracara plancus,-54.690535,-68.1297609,2024-10-03,374
