common_name,scientific_name,latitude,longitude,observed_on,grid_id
Ostrero austral,Haematopus leucopodus,-54.8418606827,-68.3670036122,2021-10-28,187
Carancho,Caracara plancus,-54.83103621,-68.56287693,2021-10-30,230
Gaviota cocinera,Larus dominicanus,-54.7952969457,-68.2491243145,2021-10-25,234
Ostrero austral,Haematopus leucopodus,-54.795275314,-68.2493632862,2021-10-25,234
Chingolo,Zonotrichia capensis,-54.7952477249,-68.250468716,2021-10-25,234
Pato Crestón,Lophonetta specularioides,-54.7951351658,-68.2507445901,2021-10-25,234
Matamico blanco,Daptrius albogularis,-54.7916881586,-68.2233180494,2021-10-25,281
Águila mora,Geranoaetus melanoleucus,-54.7921024606,-68.2233879492,2021-10-25,281
Carancho,Caracara plancus,-54.790201133,-68.2219468426,2021-10-25,281
Pato Barcino,Anas flavirostris,-54.8315489884,-68.309889643,2021-10-25,233
Pato cuchara,Spatula platalea,-54.8316341282,-68.3104259506,2021-10-25,233
Dormilona fraile,Muscisaxicola flavinucha,-54.8317331224,-68.3107376295,2021-10-25,233
Loica,Leistes loyca,-54.7950955648,-68.244803268,2021-10-31,234
Pato Colorado,Spatula cyanoptera,-54.8316347829,-68.3100403473,2021-10-25,233
Chingolo,Zonotrichia capensis,-54.7960909457,-68.2443943683,2021-10-31,234
Cormorán imperial,Leucocarbo atriceps,-54.7971634891,-68.2447970887,2021-10-31,234
Tero,Vanellus chilensis,-54.7955115636,-68.2447034083,2021-10-31,234
Carancho,Caracara plancus,-54.796060659,-68.2442360982,2021-10-31,234
Ratona,Troglodytes musculus,-54.8248154372,-68.3398232162,2021-10-08,233
Remolinera araucana,Cinclodes patagonicus,-54.8483871758,-68.4925512151,2013-01-07,185
Comesebo patagónico,Phrygilus patagonicus,-54.8510906318,-68.5280018106,2013-01-07,185
Bandurria austral,Theristicus melanopis,-54.8508028075,-68.5516743033,2013-01-07,184
Zorzal patagónico,Turdus falcklandii,-54.8472444386,-68.552065622,2013-01-07,184
Pato Crestón,Lophonetta specularioides,-54.82448396,-68.33478608,2021-11-05,233
Chingolo,Zonotrichia capensis,-54.82787189,-68.34546126,2021-11-06,233
Carancho,Caracara plancus,-54.7079379,-67.96620011,2021-11-07,330
Remolinera araucana,Cinclodes patagonicus,-54.8140477959,-68.3165016398,2021-10-22,233
Gaviota cocinera,Larus dominicanus,-54.8140477959,-68.3165016398,2021-10-22,233
Pato Overo,Mareca sibilatrix,-54.8140477959,-68.3165016398,2021-10-22,233
Cormorán real,Leucocarbo atriceps,-54.8140477959,-68.3165016398,2021-10-22,233
Tordo patagónico,Curaeus curaeus,-54.8491956674,-68.38528689,2021-10-23,186
Fiofío silbón,Elaenia albiceps,-54.8239867408,-68.3556316931,2021-11-13,233
Bandurria austral,Theristicus melanopis,-53.2991676615,-68.4600236267,2021-11-13,1795
Cormorán cuello negro,Leucocarbo magellanicus,-54.807236068,-68.3015121147,2018-03-03,234
Pato Crestón,Lophonetta specularioides,-54.8154287432,-68.3116170019,2019-02-23,233
Becasina Patagónica,Gallinago magellanica,-54.8177050393,-68.31984099,2021-11-17,233
Caburé grande,Glaucidium nana,-54.8251952594,-68.3318217471,2019-11-02,233
Chimango,Daptrius chimango,-54.79944825,-68.2266303,2021-11-20,235
Remolinera chica,Cinclodes oustaleti,-54.7896842728,-68.3903400635,2010-01-06,278
Dormilona fraile,Muscisaxicola flavinucha,-54.7896842728,-68.3903400635,2010-01-06,278
Yal andino,Melanodera xanthogramma,-54.7896842728,-68.3903400635,2010-01-06,278
Agachona patagónica,Attagis malouinus,-54.7896842728,-68.3903400635,2010-01-06,278
Yal andino,Melanodera xanthogramma,-54.7896842728,-68.3903400635,2010-01-06,278
Matamico blanco,Daptrius albogularis,-54.7950591,-68.24328612,2021-11-23,234
Chingolo,Zonotrichia capensis,-54.79327364,-68.23991451,2021-11-25,280
Jote cabeza colorada,Cathartes aura,-54.79434199,-68.24196825,2021-11-25,234
Chingolo,Zonotrichia capensis,-54.82393974,-67.50251231,2021-11-27,244
Lechuza,Tyto furcata,-54.8148124617,-68.3092878386,2021-11-27,233
Pato Crestón,Lophonetta specularioides,-54.79301154,-68.2268392,2021-11-28,281
Jote cabeza colorada,Cathartes aura,-54.79540754,-68.24245246,2021-12-01,234
Monjita chocolate,Neoxolmis rufiventris,-53.6811222616,-68.1073478091,2019-11-24,1386
Loica,Leistes loyca,-53.6811222616,-68.1073478091,2019-11-24,1386
Chorlo cabezón,Oreopholus ruficollis,-53.6811222616,-68.1073478091,2019-11-24,1386
Remolinera araucana,Cinclodes patagonicus,-53.8423636349,-67.5496220593,2019-11-24,1255
Cormorán cuello negro,Leucocarbo magellanicus,-53.8423636349,-67.5496220593,2019-11-24,1255
Paloma antártica,Chionis albus,-53.8423636349,-67.5496220593,2019-11-24,1255
Chorlito doble collar,Anarhynchus falklandicus,-53.6811222616,-68.1073478091,2019-11-24,1386
Becasina Patagónica,Gallinago magellanica,-53.6811222616,-68.1073478091,2019-11-24,1386
Dormilona cara negra,Muscisaxicola maclovianus,-54.7546271062,-68.1536179004,2021-11-30,281
Chingolo,Zonotrichia capensis,-54.7589105146,-68.156756119,2021-11-30,281
Lechuza,Tyto furcata,-54.7585366662,-68.1594695,2021-11-30,281
Cachaña,Enicognathus ferrugineus,-54.7889783333,-68.2262116667,2021-11-30,281
Becasina Patagónica,Gallinago magellanica,-54.8178557189,-68.3201336861,2021-12-04,233
Pato maicero,Anas georgica,-54.8171817131,-68.3184720576,2021-12-04,233
Becasina Patagónica,Gallinago magellanica,-54.82004698,-68.32554032,2021-12-09,233
Chimango,Daptrius chimango,-54.7960083333,-68.31907,2021-12-11,233
Golondrina patagónica,Tachycineta leucopyga,-54.68671906,-68.13028796,2021-12-11,374
Dormilona fraile,Muscisaxicola flavinucha,-54.58773667,-67.2407145,2021-12-12,477
Tero,Vanellus chilensis,-54.71583577,-68.10776491,2021-12-13,328
Fiofío silbón,Elaenia albiceps,-54.71605359,-68.10840094,2021-12-13,328
Golondrina patagónica,Tachycineta leucopyga,-54.71601005,-68.10841603,2021-12-13,328
Tero,Vanellus chilensis,-54.8151633333,-68.3186866667,2021-12-13,233
Chimango,Daptrius chimango,-54.8106705853,-68.2972864768,2021-12-02,234
Golondrina patagónica,Tachycineta leucopyga,-54.8106405053,-68.2972666143,2021-12-02,234
Quetro volador,Tachyeres patachonicus,-54.80988259,-68.31198159,2021-12-21,233
Cormorán imperial,Leucocarbo atriceps,-54.8068335791,-68.3016484778,2015-03-11,234
Pato Crestón,Lophonetta specularioides,-54.8068335791,-68.3016484778,2015-03-11,234
Dormilona cara negra,Muscisaxicola maclovianus,-54.7721865108,-68.2622376076,2015-03-13,280
Chimango,Daptrius chimango,-54.8029749281,-68.3121588205,2015-03-14,233
Chingolo,Zonotrichia capensis,-54.5168690149,-67.2565027832,2021-12-23,569
Comesebo patagónico,Phrygilus patagonicus,-54.8032800537,-68.3243866121,2021-12-28,233
Gaviota cocinera,Larus dominicanus,-54.7989396147,-68.2313072361,2012-03-24,234
Pato cuchara,Spatula platalea,-54.8303988799,-68.317066372,2012-03-29,233
Garza bruja,Nycticorax nycticorax,-54.809632621,-68.3079993725,2012-03-29,233
Loica,Leistes loyca,-54.8300581876,-68.3302115521,2012-03-29,233
Quetro volador,Tachyeres patachonicus,-54.8442451995,-68.3381269571,2012-03-29,187
Gaviota cocinera,Larus dominicanus,-54.7976173108,-68.2355690054,2012-03-26,234
Dormilona cara negra,Muscisaxicola maclovianus,-54.8039982487,-68.2196531088,2012-03-24,235
Becasina Patagónica,Gallinago magellanica,-54.8342256973,-68.3407359785,2012-03-29,233
Fiofío silbón,Elaenia albiceps,-54.8443238242,-68.5736066284,2021-12-17,184
Pato cuchara,Spatula platalea,-54.8249021644,-68.2864716078,2021-12-12,234
Ratona,Troglodytes musculus,-54.8129899542,-68.3256055453,2012-03-25,233
Pato Crestón,Lophonetta specularioides,-54.84748567,-68.5810942287,2015-03-15,184
Golondrina patagónica,Tachycineta leucopyga,-54.8107453478,-68.3135773614,2022-01-05,233
Agachona chica,Thinocorus rumicivorus,-53.7929847318,-67.738067923,2021-12-18,1299
Comesebo patagónico,Phrygilus patagonicus,-54.803245684,-68.3096408844,2022-01-05,233
Ostrero austral,Haematopus leucopodus,-53.7918463748,-67.7392833041,2021-12-18,1299
Gaviotín sudamericano,Sterna hirundinacea,-54.8112484703,-68.3151555061,2022-01-05,233
Garza bruja,Nycticorax nycticorax,-54.8107459274,-68.3139780164,2022-01-05,233
Loica,Leistes loyca,-53.7952710792,-67.7451415645,2021-12-18,1299
Gaviota capucho café,Chroicocephalus maculipennis,-54.8110340064,-68.3147913963,2022-01-05,233
Quetro volador,Tachyeres patachonicus,-54.8112407419,-68.3147035539,2022-01-05,233
Quetro volador,Tachyeres patachonicus,-54.8116532436,-68.3136320114,2022-01-05,233
Playerito unicolor,Calidris bairdii,-54.8109862832,-68.3137429878,2022-01-05,233
Gaviota cocinera,Larus dominicanus,-54.8110166174,-68.3145499974,2022-01-05,233
Gaviotín sudamericano,Sterna hirundinacea,-54.8107691129,-68.3137084544,2022-01-05,233
Tero,Vanellus chilensis,-54.8112308882,-68.3146971837,2022-01-05,233
Jote cabeza colorada,Cathartes aura,-54.8111394996,-68.3135790378,2022-01-05,233
Pato Crestón,Lophonetta specularioides,-54.8113120364,-68.3148480579,2022-01-05,233
Cachaña,Enicognathus ferrugineus,-54.7890918136,-68.2746467739,2022-01-05,280
Chimango,Daptrius chimango,-54.8021785518,-68.3093263954,2022-01-05,233
Gorrión Doméstico,Passer domesticus,-54.807575957,-68.30359485,2022-01-06,234
Pato Crestón,Lophonetta specularioides,-54.8117430854,-68.3149114251,2022-01-06,233
Garza bruja,Nycticorax nycticorax,-54.8108894841,-68.3141838759,2022-01-06,233
Gaviotín sudamericano,Sterna hirundinacea,-54.8107424496,-68.3144406974,2022-01-06,233
Remolinera araucana,Cinclodes patagonicus,-54.8101971999,-68.313402012,2022-01-06,233
Remolinera araucana,Cinclodes patagonicus,-54.8101912102,-68.3131995052,2022-01-06,233
Golondrina patagónica,Tachycineta leucopyga,-54.8163858061,-68.3010864715,2022-01-07,234
Cormorán cuello negro,Leucocarbo magellanicus,-54.8163858061,-68.3010864715,2022-01-07,234
Cormorán imperial,Leucocarbo atriceps,-54.8163858061,-68.3010864715,2022-01-07,234
Gaviotín sudamericano,Sterna hirundinacea,-54.8163858061,-68.3010864715,2022-01-07,234
Escúa Antártica,Stercorarius antarcticus,-54.8163858061,-68.3010864715,2022-01-07,234
Playerito unicolor,Calidris bairdii,-54.8163858061,-68.3010864715,2022-01-07,234
Playerito rabadilla blanca,Calidris fuscicollis,-54.8163858061,-68.3010864715,2022-01-07,234
Pato Crestón,Lophonetta specularioides,-54.8163858061,-68.3010864715,2022-01-07,234
Remolinera araucana,Cinclodes patagonicus,-54.8163858061,-68.3010864715,2022-01-07,234
Chingolo,Zonotrichia capensis,-54.8163858061,-68.3010864715,2022-01-07,234
Remolinera araucana,Cinclodes patagonicus,-54.8163858061,-68.3010864715,2022-01-07,234
Gaviota cocinera,Larus dominicanus,-54.8163858061,-68.3010864715,2022-01-07,234
Cormorán cuello negro,Leucocarbo magellanicus,-54.8163858061,-68.3010864715,2022-01-07,234
Cormorán cuello negro,Leucocarbo magellanicus,-54.8163858061,-68.3010864715,2022-01-07,234
Chorlito pecho canela,Zonibyx modestus,-54.8163858061,-68.3010864715,2022-01-07,234
Playerito rabadilla blanca,Calidris fuscicollis,-54.8163858061,-68.3010864715,2022-01-07,234
Playerito rabadilla blanca,Calidris fuscicollis,-54.8163858061,-68.3010864715,2022-01-07,234
Chorlito pecho canela,Zonibyx modestus,-54.8163858061,-68.3010864715,2022-01-07,234
Gaviota cocinera,Larus dominicanus,-54.8163858061,-68.3010864715,2022-01-07,234
Cachirla goteada,Anthus correndera,-54.8163858061,-68.3010864715,2022-01-07,234
Bandurria austral,Theristicus melanopis,-54.8163858061,-68.3010864715,2022-01-07,234
Sobrepuesto austral,Lessonia rufa,-54.8163858061,-68.3010864715,2022-01-07,234
Ostrero austral,Haematopus leucopodus,-54.8163858061,-68.3010864715,2022-01-07,234
Chimango,Daptrius chimango,-54.8163858061,-68.3010864715,2022-01-07,234
Chimango,Daptrius chimango,-54.8779302,-67.3286869,1994-11-07,200
Fiofío silbón,Elaenia albiceps,-54.8107398405,-68.3244583217,2022-01-09,233
Ratona,Troglodytes musculus,-54.8856716,-67.6750155,2022-01-09,150
Diucón,Pyrope pyrope,-54.8856716,-67.6750155,2022-01-09,150
Comesebo patagónico,Phrygilus patagonicus,-54.8856716,-67.6750155,2022-01-09,150
Zorzal patagónico,Turdus falcklandii,-54.8660307517,-67.441885376,2022-01-09,199
Cachudito pico negro,Anairetes parulus,-54.8184613293,-68.3186688647,2022-01-08,233
Comesebo patagónico,Phrygilus patagonicus,-54.8178995704,-68.3195462823,2022-01-08,233
Rayadito,Aphrastura spinicauda,-54.8181161228,-68.3192918077,2022-01-08,233
Quetro volador,Tachyeres patachonicus,-54.8179994435,-68.3191848546,2022-01-08,233
Diucón,Pyrope pyrope,-54.8180966119,-68.3189853653,2022-01-08,233
Loica,Leistes loyca,-54.8177479251,-68.319073543,2022-01-08,233
Gaviota capucho café,Chroicocephalus maculipennis,-54.8179177292,-68.3187932521,2022-01-08,233
Pato cuchara,Spatula platalea,-54.8181841212,-68.3186336607,2022-01-08,233
Pato Overo,Mareca sibilatrix,-54.8181964845,-68.318660818,2022-01-08,233
Cormorán imperial,Leucocarbo atriceps,-54.8172924062,-68.3175869286,2022-01-08,233
Chimango,Daptrius chimango,-54.8172924062,-68.3175869286,2022-01-08,233
Tero,Vanellus chilensis,-54.8172924062,-68.3175869286,2022-01-08,233
Pato maicero,Anas georgica,-54.8172924062,-68.3175869286,2022-01-08,233
Cabecitanegra austral,Spinus barbatus,-54.8172924062,-68.3175869286,2022-01-08,233
Garza bruja,Nycticorax nycticorax,-54.8143006898,-68.3099922538,2021-12-18,233
Fiofío silbón,Elaenia albiceps,-54.8187002869,-68.3189317212,2022-01-09,233
Comesebo patagónico,Phrygilus patagonicus,-54.8177496637,-68.3193779737,2022-01-09,233
Cormorán cuello negro,Leucocarbo magellanicus,-54.8028015966,-68.283373341,2022-01-10,234
Pato Overo,Mareca sibilatrix,-54.8178348556,-68.3193762973,2022-01-10,233
Pato cuchara,Spatula platalea,-54.8175783135,-68.3192398399,2022-01-10,233
Tero,Vanellus chilensis,-54.7747722222,-68.2594222222,2021-12-22,280
Halconcito colorado,Falco sparverius,-54.759725,-68.2479166667,2021-12-22,280
Pato Barcino,Anas flavirostris,-54.7584583333,-68.2472,2021-12-22,280
Cachaña,Enicognathus ferrugineus,-54.756675,-68.2461305556,2021-12-22,280
Tordo patagónico,Curaeus curaeus,-54.8181111002,-68.3184355125,2022-01-12,233
Jote cabeza colorada,Cathartes aura,-54.8177531409,-68.3194044605,2022-01-12,233
Chimango,Daptrius chimango,-54.8338056442,-68.3386288583,2022-01-12,233
Becasa de mar,Limosa haemastica,-54.8373483369,-68.3503253013,2022-01-12,233
Ostrero austral,Haematopus leucopodus,-54.8372249552,-68.3501492813,2022-01-12,233
Playerito unicolor,Calidris bairdii,-54.8376429841,-68.3506689593,2022-01-12,233
Tero,Vanellus chilensis,-54.8374311704,-68.350363858,2022-01-12,233
Carancho,Caracara plancus,-54.8374997155,-68.3503413945,2022-01-12,233
Sobrepuesto austral,Lessonia rufa,-54.8374904475,-68.3504667878,2022-01-12,233
Jote cabeza colorada,Cathartes aura,-54.8373662938,-68.3503102139,2022-01-12,233
Ostrero negro,Haematopus ater,-54.8374193922,-68.350311555,2022-01-12,233
Playerito rabadilla blanca,Calidris fuscicollis,-54.8372981347,-68.3503269777,2022-01-12,233
Pato Overo,Mareca sibilatrix,-54.8372952384,-68.3506116271,2022-01-12,233
Gaviota cocinera,Larus dominicanus,-54.8373904295,-68.3504178375,2022-01-12,233
Gaviotín sudamericano,Sterna hirundinacea,-54.8374647672,-68.3502002433,2022-01-12,233
Sobrepuesto austral,Lessonia rufa,-54.8328464936,-68.3346789703,2022-01-12,233
Pato Barcino,Anas flavirostris,-54.8177685953,-68.3187764883,2022-01-12,233
Gaviota capucho café,Chroicocephalus maculipennis,-54.8167107331,-68.3176831529,2022-01-12,233
Paloma Doméstica,Columba livia,-54.8112019066,-68.3163450658,2022-01-12,233
Zorzal patagónico,Turdus falcklandii,-54.7828585,-68.4056033,2022-01-07,278
Chimango,Daptrius chimango,-54.7828585,-68.4056033,2022-01-07,278
Yal andino,Melanodera xanthogramma,-54.7828585,-68.4056033,2022-01-07,278
Fiofío silbón,Elaenia albiceps,-54.7828585,-68.4056033,2022-01-07,278
Zorzal patagónico,Turdus falcklandii,-54.7828585,-68.4056033,2022-01-07,278
Fiofío silbón,Elaenia albiceps,-54.7828585,-68.4056033,2022-01-07,278
Remolinera araucana,Cinclodes patagonicus,-54.8079968,-68.3041956,2022-01-07,234
Paloma Doméstica,Columba livia,-54.7701489681,-68.1900267676,2022-01-13,281
Garza bruja,Nycticorax nycticorax,-54.7687833003,-68.188371174,2022-01-13,281
Gaviotín sudamericano,Sterna hirundinacea,-54.8057966766,-68.2961161807,2022-01-13,234
Tero,Vanellus chilensis,-54.8028788763,-68.2970568818,2022-01-15,234
Comesebo patagónico,Phrygilus patagonicus,-54.8093404745,-68.3104884624,2022-01-16,233
Halconcito colorado,Falco sparverius,-54.8071819637,-68.3093894273,2022-01-16,233
Chimango,Daptrius chimango,-54.802787296,-68.3095037565,2022-01-16,233
Cabecitanegra austral,Spinus barbatus,-54.8024620538,-68.3097468317,2022-01-16,233
Garza bruja,Nycticorax nycticorax,-54.8009243166,-68.310280256,2022-01-15,233
Carancho,Caracara plancus,-54.8062307202,-68.2177134808,2021-08-16,235
Carancho,Caracara plancus,-54.7935965333,-68.227993918,2022-01-13,281
Matamico blanco,Daptrius albogularis,-54.794164061,-68.2285460766,2022-01-13,235
Gaviota cocinera,Larus dominicanus,-54.8183179927,-68.3180720732,2022-01-17,233
Chimango,Daptrius chimango,-54.8177699475,-68.3188150451,2022-01-17,233
Pato Barcino,Anas flavirostris,-54.8177674362,-68.3195915446,2022-01-17,233
Quetro volador,Tachyeres patachonicus,-54.8179507627,-68.3194336295,2022-01-17,233
Gaviota capucho café,Chroicocephalus maculipennis,-54.817602461,-68.318445906,2022-01-17,233
Golondrina patagónica,Tachycineta leucopyga,-54.8178377533,-68.3198077977,2022-01-18,233
Cachirla goteada,Anthus correndera,-54.8179903642,-68.3191986009,2022-01-18,233
Pato maicero,Anas georgica,-54.8174629849,-68.3198466897,2022-01-18,233
Remolinera araucana,Cinclodes patagonicus,-54.8179488309,-68.3202584088,2022-01-18,233
Zorzal patagónico,Turdus falcklandii,-54.8174469509,-68.3191120997,2022-01-18,233
Cormorán cuello negro,Leucocarbo magellanicus,-54.8057597684,-68.2938024402,2022-01-18,234
Cormorán cuello negro,Leucocarbo magellanicus,-54.8076476445,-68.2938480377,2022-01-18,234
Jote cabeza colorada,Cathartes aura,-54.8092867595,-68.3060792461,2022-01-18,233
Paloma Doméstica,Columba livia,-54.8083811291,-68.3048598468,2022-01-18,233
Remolinera araucana,Cinclodes patagonicus,-54.8069212961,-68.3037943393,2022-01-18,234
Gaviotín sudamericano,Sterna hirundinacea,-54.8098803257,-68.3115767688,2022-01-18,233
Cabecitanegra austral,Spinus barbatus,-54.8009888653,-68.3103959262,2022-01-18,233
Gaviota capucho café,Chroicocephalus maculipennis,-54.5298184702,-67.2170180682,2022-01-07,524
Comesebo patagónico,Phrygilus patagonicus,-54.5278524593,-67.2183229956,2022-01-08,524
Zorzal patagónico,Turdus falcklandii,-54.5340484355,-67.2305082712,2022-01-09,524
Chimango,Daptrius chimango,-54.519656003,-67.2094650641,2022-01-09,570
Cachaña,Enicognathus ferrugineus,-54.8053248008,-68.2161130841,2022-01-19,235
Comesebo patagónico,Phrygilus patagonicus,-54.8053248008,-68.2161130841,2022-01-19,235
Gaviota cocinera,Larus dominicanus,-54.8053248008,-68.2161130841,2022-01-19,235
Carancho,Caracara plancus,-54.8053248008,-68.2161130841,2022-01-19,235
Chimango,Daptrius chimango,-54.8053248008,-68.2161130841,2022-01-19,235
Jote cabeza colorada,Cathartes aura,-54.8053248008,-68.2161130841,2022-01-19,235
Tero,Vanellus chilensis,-54.8053248008,-68.2161130841,2022-01-19,235
Becasina Patagónica,Gallinago magellanica,-54.8053248008,-68.2161130841,2022-01-19,235
Carancho,Caracara plancus,-54.8053248008,-68.2161130841,2022-01-19,235
Carancho,Caracara plancus,-54.8053248008,-68.2161130841,2022-01-19,235
Comesebo patagónico,Phrygilus patagonicus,-54.8053248008,-68.2161130841,2022-01-19,235
Cachudito pico negro,Anairetes parulus,-54.8053248008,-68.2161130841,2022-01-19,235
